2025-11-14T06:43:51.000000000Z [inf]  Starting Container
2025-11-14T06:45:13.141584165Z [err]  100.64.0.4 - - [14/Nov/2025 06:45:13] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-14T06:45:13.363188801Z [err]  100.64.0.4 - - [14/Nov/2025 06:45:13] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-14T06:45:15.075596671Z [err]  100.64.0.4 - - [14/Nov/2025 06:45:15] "GET /admin HTTP/1.1" 200 -
2025-11-14T06:45:16.100021058Z [err]  100.64.0.4 - - [14/Nov/2025 06:45:16] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-14T06:45:16.361594750Z [err]  100.64.0.4 - - [14/Nov/2025 06:45:16] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-14T06:45:23.176127985Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:22] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:45:23.176135164Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:22] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:45:23.176141727Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:22] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:45:23.176148961Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:22] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:45:23.176156350Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:22] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:45:23.176162643Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:45:23.320307857Z [err]  100.64.0.3 - - [14/Nov/2025 06:45:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:45:25.243454113Z [inf]  
2025-11-14T06:45:25.243461129Z [inf]  [ADMIN] Daily cycle manually triggered from 100.64.0.4 at 2025-11-14T06:45:25.235584
2025-11-14T06:45:25.243467535Z [inf]  [BANKROLL MODE] TEST - Initial: $50.0, Daily limit: $5.0
2025-11-14T06:45:25.273996044Z [inf]  ✓ Opinion.trade SDK initialized (wallet: 0x43C9bAd451ed65b5268cec681FCe42AdA00Fc675)
2025-11-14T06:45:25.466576599Z [inf]  [CACHE] Cleared data cache at start of cycle 2025-11-14T06:45:25.463963
2025-11-14T06:45:27.286439503Z [inf]  [INFO] Opinion.trade API: Retrieved 17 active markets
2025-11-14T06:45:27.286443090Z [inf]  [INFO] Fetched 17 events from Opinion.trade
2025-11-14T06:45:27.286447400Z [inf]  [INFO] Events grouped into 2 categories: {'Crypto': 5, 'Other': 12}
2025-11-14T06:45:27.286451313Z [inf]  
2025-11-14T06:45:27.286455635Z [inf]  [INFO] Processing cycle for ChatGPT
2025-11-14T06:45:27.286460208Z [inf]  [INFO] ChatGPT - Analyzing 2 categories
2025-11-14T06:45:28.287524698Z [inf]  [CACHE MISS] Fetched & cached technical data for BTC
2025-11-14T06:45:28.287543526Z [inf]  [CACHE MISS] Fetched & cached news data for BTC
2025-11-14T06:45:28.287553090Z [inf]  [CACHE MISS] Fetched & cached volatility data for BTC-USD
2025-11-14T06:45:30.858578334Z [inf]  [CACHE MISS] Fetched & cached technical data for ETH
2025-11-14T06:45:31.369038986Z [inf]  [CACHE MISS] Fetched & cached news data for ETH
2025-11-14T06:45:31.369045562Z [inf]  [CACHE MISS] Fetched & cached volatility data for ETH-USD
2025-11-14T06:45:32.437215660Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:45:32.437256279Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:45:32.437267383Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:45:32.437275588Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:45:32.437283283Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:45:32.437289782Z [err]  100.64.0.2 - - [14/Nov/2025 06:45:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:45:32.482506523Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:45:32.482510911Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:45:32.482515385Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:45:33.810977136Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:45:33.810986161Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:45:33.810992329Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:45:35.401758015Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:45:35.401766782Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:45:35.401775558Z [inf]  [CACHE HIT] Volatility data for ETH
